Customer_ID,Name,Age,Gender,City,Membership_Type,Total_Spent
3887,Nathalie Klein-Raymond,51.0,Male,Ferrand-la-Forêt,Standard,51756.75
3888,Patricia Chauveau,,Female,,Standard,32483.37
3889,Colette Le Leconte,28.0,Male,Rocher,VIP,8350.45
3890,Mathilde Charpentier,58.0,Female,Jacquet-la-Forêt,Premium,68487.31
3891,Pénélope Roy de Cohen,53.0,Female,Potier,Premium,65418.86
3892,Noël Pichon,64.0,Male,Marques,VIP,68700.01
3893,Élise de Verdier,58.0,Male,,VIP,78650.49
3894,Édouard Ollivier,57.0,Female,Joly,VIP,21108.02
3895,Claude Bousquet,32.0,Male,Carlier,VIP,45910.61
3896,Bertrand Bailly,,Male,Garnier,VIP,92720.35
3897,Christophe Leroux,19.0,Female,Rodrigueznec,Standard,89370.86
3898,Michelle Guichard,46.0,Female,Coulon,VIP,20855.17
3899,Élodie Dos Santos Le Lenoir,53.0,Male,Valentin,Standard,28033.42
3900,Claude Grondin,72.0,Male,Duval,VIP,35462.02
3901,Colette Marin,25.0,Female,Sainte Guillaume-la-Forêt,Premium,40177.65
3902,Alphonse Blanchet,80.0,Female,Saint Théophile,VIP,86768.37
3903,Stéphane Diaz du Blanchard,66.0,Male,Georges,VIP,77742.06
3904,Bernard Guillou,31.0,Male,Moreauboeuf,VIP,75364.19
3905,Philippe Morin,74.0,Male,Gallet,Premium,79424.75
3906,Tristan Benard,61.0,Male,Marie-sur-Munoz,Standard,5653.73
3907,Suzanne Le Schmitt,27.0,Male,Voisin,Premium,14458.01
3908,Gabriel Leroux,,Male,Saint NoëlVille,Standard,18493.8
3909,Clémence Guyot,20.0,Female,Fernandeznec,VIP,28469.44
3910,Anaïs Le Giraud,57.0,Female,Sainte François,Premium,67929.17
3911,Augustin Benard,42.0,Female,Saint René-la-Forêt,Premium,20737.5
3912,Chantal Prévost,75.0,Male,Guyot-sur-De Oliveira,VIP,99360.74
3913,Julien du Giraud,38.0,Male,Rodriguesnec,Premium,27724.03
3914,Françoise du Durand,29.0,Male,Bouvier-sur-Mer,VIP,77825.02
3915,Zacharie Henry-Torres,61.0,Female,Deschampsboeuf,Standard,21845.09
3916,Christiane Rodrigues,68.0,Male,,Standard,12378.72
3917,Françoise Boucher,78.0,Female,Chevalier,Standard,22790.53
3918,Susanne Antoine,20.0,Female,Guyot,VIP,56991.09
3919,Josette Rodrigues,44.0,Male,Gaudin-sur-Mer,Standard,37739.74
3920,Aurélie Pages,73.0,Male,Sainte EugèneBourg,VIP,82000.24
3921,Alex-Nathalie Ribeiro,50.0,Male,,VIP,7786.68
3922,Alexandre Moreno-Maréchal,54.0,Male,BouvierBourg,Premium,86359.7
3923,Henriette Salmon,72.0,Female,Fouquet-sur-Turpin,Standard,74296.71
3924,Louis Brunet-Leduc,67.0,Female,Saint Jeannine,Standard,41501.44
3925,Camille du Blanchet,,Female,Guyon,Premium,34922.2
3926,Maurice-Marc Riou,74.0,Male,Bonnet,Standard,59819.8
3927,Charlotte Jourdan-Diaz,52.0,Female,Germain-sur-Leconte,VIP,24644.91
3928,Hélène Meyer,38.0,Female,Sainte Claire,Premium,88055.49
3929,Stéphane Schneider,73.0,Male,Delaunay-les-Bains,Standard,37188.23
3930,Anne Blanchard du Bousquet,60.0,Male,Lemaire,VIP,90561.51
3931,Henriette Denis,,Male,Barbe,VIP,40044.34
3932,Aimé de la Lopez,73.0,Female,Thierry-sur-Schmitt,VIP,66032.89
3933,Arthur de Chauvet,51.0,Female,Didier,VIP,42912.14
3934,Hortense Robert-Bourdon,56.0,Male,,Standard,86145.19
3935,Marc Meunier,27.0,Male,Godard,Premium,21100.16
3936,Philippine Bertrand,,Female,,VIP,47130.92
3937,Sébastien-Étienne Pottier,32.0,Female,Guillaumenec,Premium,71499.69
3938,Tristan Guyon,70.0,Female,Andre,Standard,71161.37
3939,Guy-Benoît Chauvin,42.0,Male,HernandezBourg,Premium,35027.45
3940,Émilie Goncalves-Seguin,67.0,Female,Fernandez,Premium,82460.65
3941,Amélie Maury,30.0,Female,RoyerVille,Standard,64635.87
3942,Marcel Charles,,Female,Saint CarolineBourg,Premium,25535.78
3943,Julie Normand,28.0,Female,Meunierboeuf,VIP,54146.21
3944,David Lesage du Chartier,38.0,Female,Renaud-la-Forêt,Premium,19086.37
3945,Thérèse de Blanc,65.0,Female,Guicharddan,VIP,51802.56
3946,Philippine Blanchard Le Raymond,39.0,Male,Saint Rémy-la-Forêt,Premium,82663.79
3947,Christelle Clément-Olivier,34.0,Male,,Standard,49384.28
3948,Luce Lebreton-Ollivier,51.0,Female,,Standard,22730.89
3949,Michel de la Langlois,33.0,Male,Thomasboeuf,VIP,19065.81
3950,Lucas Millet,25.0,Female,Chevallierboeuf,Premium,44082.13
3951,Françoise Barre-Lambert,49.0,Male,Devaux,Standard,75018.43
3952,Arnaude Michel du Leleu,22.0,Female,Clément-sur-Marie,Premium,79884.66
3953,Hugues Leconte,44.0,Male,Munoz,Standard,26523.62
3954,Josette Fournier,39.0,Female,Moreau-sur-Besson,VIP,24107.79
3955,Alain Aubry,28.0,Female,Sainte Yves,Premium,50408.57
3956,Geneviève Hoarau,,Male,RoyerVille,VIP,81189.05
3957,Denise Leduc,63.0,Female,BonninVille,VIP,48304.63
3958,Émile Dupuis,49.0,Male,DupuisBourg,VIP,34548.5
3959,Renée Bernier,44.0,Female,Sainte Lucdan,Premium,83481.2
3960,Christophe Jacob,28.0,Male,Lesage,Standard,64223.98
3961,Martine de la Da Silva,36.0,Female,Moreno-sur-Potier,VIP,49417.94
3962,Margot Bonnet,27.0,Female,Lebrun,Premium,53397.24
3963,Franck Maillot,34.0,Female,Lesage-sur-Mer,VIP,78634.26
3964,Thierry Jourdan,22.0,Male,Sainte Michelle,VIP,89252.62
3965,Pauline Dubois du Rousseau,43.0,Female,Leroux,VIP,73219.67
3966,Christophe Royer,65.0,Male,Sainte Antoinette,Premium,16223.47
3967,Christophe Legros,39.0,Female,Dos Santos-les-Bains,Standard,86365.15
3968,Audrey Le Lefort,48.0,Female,Daniel,Standard,22919.97
3969,Adrien Fischer,,Female,Perez,Standard,27537.9
3970,Dominique Vincent,40.0,Female,PasquierVille,VIP,42118.05
3971,Marguerite Perez,73.0,Male,Guilbertnec,Premium,19452.11
3972,Paulette Pruvost,62.0,Female,Dijoux,Premium,80920.76
3973,Inès Morvan,31.0,Female,Neveu,Premium,85801.42
3974,Nicole Laporte du Petit,34.0,Female,Adam-sur-Bonneau,Premium,20414.9
3975,Benjamin Da Costa,39.0,Female,Saint Joséphine,VIP,72015.85
3976,Dominique Vincent,55.0,Male,Dupont-sur-Mer,Standard,43011.55
3977,Arthur Grenier,64.0,Male,Ribeiro,Premium,98708.39
3978,Vincent Lucas-Verdier,65.0,Female,Saint Thibault-sur-Mer,Standard,20427.29
3979,Nicole Lebreton de Alves,66.0,Female,Gallet,Standard,33386.62
3980,Lucas Gallet Le Gautier,,Female,Saint Pénélope,Premium,42146.25
3981,Gabriel Étienne,23.0,Male,Boutin-sur-Becker,Standard,31489.14
3982,Marc Vidal,39.0,Female,,Standard,20074.7
3983,Lucie de Guyot,64.0,Male,Le Gall,Standard,12681.24
3984,Michel du Pinto,74.0,Male,Saint Alexandrienec,Standard,68742.56
3985,Adélaïde Nguyen,22.0,Female,Blinnec,Standard,42842.95
3986,Michelle Poulain,,Male,Joubert-les-Bains,Standard,11201.21
3987,Margot Valette-Gaillard,77.0,Male,Robert,Standard,16397.08
3988,Olivier de la Boulanger,24.0,Male,Bouvet-sur-Mer,VIP,41713.82
3989,Denis De Oliveira,44.0,Female,Leclercq,VIP,88515.08
3990,Charlotte Grégoire,74.0,Male,DijouxVille,Premium,17976.26
3991,Anastasie Pichon,55.0,Female,Olivier,Standard,74037.25
3992,Thibault Leroy,68.0,Female,FabreBourg,VIP,43930.46
3993,Dominique Perrier,27.0,Female,Dupuy,Standard,76466.21
3994,Gabriel-Émile Roux,36.0,Male,Lemaître,Standard,18326.78
3995,Daniel Peron,46.0,Female,Sainte Victor,Standard,98166.4
3996,Thomas-René Fleury,,Male,BaronBourg,VIP,96102.68
3997,Michelle Diaz,36.0,Female,Morel,VIP,64208.94
3998,Adèle Duhamel,73.0,Female,Bertin,Premium,35756.07
3999,Alfred Dupuy,53.0,Female,Blanchard,VIP,13597.29
4000,Alphonse Roche de la Raynaud,47.0,Female,Ribeiro,VIP,57286.14
4001,Gilles Marie,46.0,Male,Saint Adrien,Standard,7304.01
4002,Benjamin Peron,63.0,Female,François,Premium,15371.19
4003,Suzanne-Philippine Masse,55.0,Female,Thierryboeuf,VIP,65735.23
4004,Simone De Oliveira,66.0,Male,Prévost,Premium,18480.32
4005,Pénélope-Claudine Moulin,72.0,Male,Coulonnec,Premium,61573.59
4006,Adèle Delaunay,60.0,Male,,VIP,38008.71
4007,Robert Regnier,80.0,Male,Launayboeuf,Premium,82406.41
4008,Paul du Martinez,53.0,Female,Sainte Margaux,Premium,66450.57
4009,Anouk Texier,33.0,Male,Mercier-la-Forêt,VIP,36059.42
4010,Daniel De Sousa de la Garnier,49.0,Male,Noël,VIP,24974.15
4011,Pierre Girard-Bernard,76.0,Female,Da Silva,Premium,59605.18
4012,Agathe Peron,68.0,Female,Roche,Premium,41501.38
4013,Lucy Marion,73.0,Male,Legendre-la-Forêt,VIP,96518.13
4014,Benoît Fleury de Clément,58.0,Male,Saint Christophe,Premium,65669.02
4015,Simone Schmitt,,Male,Valentin,Standard,99398.35
4016,Alfred du Cohen,33.0,Male,Bonnin,VIP,60371.1
4017,Nath Lagarde de la Dupré,80.0,Female,Lecomte,VIP,98567.79
4018,Victor-Henri Godard,68.0,Male,Brunet-les-Bains,Standard,99504.41
4019,Michelle De Oliveira,69.0,Male,Guyon-sur-Mer,Premium,28464.8
4020,Hugues Collin,22.0,Male,Pelletier-sur-Pires,VIP,63445.42
4021,Agathe Leclerc-Lecomte,43.0,Female,Chrétien-sur-Valette,Premium,50255.85
4022,Antoinette Colas,46.0,Male,BernardVille,Premium,20357.37
4023,Cécile-Véronique Pruvost,19.0,Male,Sanchez,VIP,67982.48
4024,Camille Gaillard,45.0,Female,Maillard-sur-Tanguy,VIP,56573.28
4025,Alexandre Carlier,30.0,Male,Fouquet-sur-Tessier,Premium,43206.73
4026,Marcelle du Coulon,35.0,Female,Lefebvre-la-Forêt,VIP,72888.72
4027,Philippe Le Grégoire,42.0,Male,Couturiernec,VIP,25444.55
4028,Patricia Dupuis de la Pinto,26.0,Male,,Standard,82505.73
4029,Théophile Lecomte,39.0,Male,Leroynec,VIP,46152.33
4030,Michelle Hernandez,,Male,Duval,VIP,57838.74
4031,Stéphane Guibert,57.0,Female,Maréchal,Standard,65453.64
4032,Anouk Delahaye Le Dupont,,Male,Techer-sur-Mer,VIP,17743.75
4033,Amélie Bourdon-Perez,33.0,Male,,VIP,82848.24
4034,Henri Menard,74.0,Male,Hamon,Premium,20312.46
4035,Pierre de la Weiss,79.0,Male,Sainte Claude,Standard,95018.6
4036,Pénélope Chevalier,46.0,Female,,Standard,51797.87
4037,Virginie du Hoarau,75.0,Male,Reynaud,Standard,18664.85
4038,Agathe Lambert,68.0,Male,Toussaint-sur-Bigot,VIP,57712.85
4039,Antoine Salmon de la Lesage,50.0,Female,Bailly-sur-Thierry,Standard,71053.52
4040,Henri Rodrigues,80.0,Female,Dupré-sur-Berger,Premium,52269.97
4041,Martin Renard de Pottier,57.0,Female,Blot,VIP,51637.61
4042,Constance de Da Silva,73.0,Male,Rousset-les-Bains,Premium,79309.01
4043,Valentine Tanguy,49.0,Female,Rémy,Premium,51425.53
4044,Patrick Martin,40.0,Male,Bourgeoisboeuf,VIP,77980.32
4045,Margaret Gilles-Gonzalez,76.0,Female,Raymond,Premium,60954.23
4046,Édouard de Merle,80.0,Male,Rey-sur-Leduc,VIP,51327.58
4047,Margaud Arnaud-Le Gall,50.0,Female,Langlois,Premium,85321.72
4048,Timothée Laine,23.0,Female,Tessier,Premium,76326.06
4049,Hugues De Sousa,57.0,Male,,Premium,10866.67
4050,Adèle Lebreton-Pascal,55.0,Male,Sainte NoémiBourg,Standard,15976.37
4051,Michelle Allard,67.0,Male,Guilbert,Standard,37656.23
4052,Emmanuel Le Rodriguez,50.0,Male,Sainte Andréeboeuf,Premium,76223.7
4053,Claude de la Lesage,,Male,,Standard,46118.94
4054,Pierre Gonzalez de la Gonzalez,51.0,Female,Louis-sur-Mer,Premium,28952.95
4055,Lucie Lucas-Brunet,41.0,Male,Saint Michèle-la-Forêt,Standard,45232.49
4056,Léon Texier,54.0,Male,Adam,Standard,61103.63
4057,Maggie Lemaître,57.0,Female,Dupuydan,Premium,77019.05
4058,Étienne Neveu,65.0,Female,Sainte Jeannine,Premium,67598.42
4059,Lucie Renard,56.0,Female,Weiss,VIP,94853.01
4060,Arthur Daniel,50.0,Male,Reynec,VIP,93357.0
4061,Émilie Guillaume de Berger,62.0,Female,PottierVille,VIP,96777.84
4062,Philippine du Renard,46.0,Male,Bouvet,Premium,91837.43
4063,Martin de la Renault,,Male,Gomez-sur-Jacquet,Standard,42285.99
4064,Daniel Pierre,43.0,Male,Costeboeuf,VIP,18488.68
4065,Nath Alves,,Male,Sainte Laurence-les-Bains,Premium,51377.62
4066,Paul Martins,29.0,Female,Lecomte-la-Forêt,Standard,15331.84
4067,Céline Rolland,47.0,Male,Maurice-sur-Mer,VIP,50255.63
4068,Emmanuel Lacombe,61.0,Female,Cohen,VIP,48814.27
4069,Antoine-Marcel Dumas,,Female,Roy,Premium,14980.66
4070,Joseph Ruiz,78.0,Female,Guillet,Premium,65445.4
4071,Lorraine Millet Le Le Roux,56.0,Male,HenryVille,VIP,11067.17
4072,Marcel Leleu,56.0,Male,Sainte Renée-les-Bains,VIP,64495.87
4073,Franck Devaux de Carpentier,40.0,Male,,Premium,10291.99
4074,Patricia Delaunay,60.0,Male,Launay-sur-Gallet,Premium,55846.5
4075,Bertrand Lemonnier,,Female,David,VIP,7165.24
4076,Grégoire Perez,32.0,Female,Texier,Standard,98440.85
4077,Laurence-Colette Dumont,69.0,Male,Carre-sur-Pasquier,VIP,88034.59
4078,Andrée Lucas,22.0,Male,Vallet,Standard,73076.69
4079,Alain Tanguy,64.0,Female,Sainte Charlotteboeuf,VIP,74456.84
4080,Aurélie Raymond-Boulanger,,Female,Lelièvre,VIP,39560.55
4081,Bertrand Guillaume,20.0,Female,Sainte Audreyboeuf,VIP,45813.76
4082,Marcelle de Perrot,80.0,Male,Saint Jacquelinedan,Premium,31614.84
4083,Amélie-Capucine Bousquet,80.0,Male,Fischer,Standard,55462.22
4084,Gabriel Le Allard,37.0,Female,MartineauBourg,Premium,94094.15
4085,Valentine Lefebvre,61.0,Female,Sainte Christophe,VIP,42442.98
4086,Grégoire Faure,39.0,Female,DupontVille,Premium,28979.98
4087,Théophile Pottier de Mendès,44.0,Female,Teixeiradan,Standard,13601.89
4088,Sébastien Martin,41.0,Male,,Standard,81871.05
4089,Odette Bonnet,41.0,Male,Rocher,VIP,11125.28
4090,Étienne Schmitt,28.0,Male,Saint Grégoire,VIP,25527.55
4091,Marcel Lévêque,42.0,Female,Berthelot,VIP,33640.34
4092,Aimé François,42.0,Female,Barbier,Standard,9897.46
4093,Alice Gosselin,45.0,Female,Fleury,Premium,59120.99
4094,Éric Étienne,,Male,Collet,VIP,38809.81
4095,Nathalie Arnaud de la Bouvier,55.0,Male,Charpentierdan,Premium,22511.49
4096,Christophe Morin,,Male,Sainte Gilles-sur-Mer,VIP,61868.34
4097,Hugues-Jean Turpin,41.0,Male,Jacquet,Standard,86559.39
4098,Bertrand Leconte Le Humbert,59.0,Male,Saint Margaud,VIP,53770.6
4099,Alain-Zacharie Duval,63.0,Female,Martins-les-Bains,VIP,47014.4
4100,Antoinette Georges-Baron,37.0,Male,Saint Claudedan,Premium,42330.32
4101,Georges Laroche,,Male,,Standard,31407.76
4102,Yves-Émile Perrin,49.0,Female,Saint Philippine,Premium,83314.12
4103,Émile du Daniel,58.0,Female,Lefort,Premium,63434.41
4104,Alphonse Guilbert,52.0,Female,Saint Benoîtboeuf,Standard,90122.48
4105,Margot-Constance Chevallier,,Male,Colas,Premium,34580.23
4106,Marguerite-Alex Turpin,49.0,Male,Lambert-sur-Camus,Premium,90254.54
4107,Claudine Marion,63.0,Male,,VIP,11519.16
4108,Dorothée Hubert,20.0,Female,Menard,Premium,47436.4
4109,Margaud Roy,80.0,Female,Faure,Premium,83105.74
4110,Marine de la Dumont,24.0,Female,Sainte Stéphanie,Premium,36029.3
4111,Isaac Carpentier-Perrier,61.0,Male,,Standard,40453.37
4112,Benoît Guillon,63.0,Female,Valentin,VIP,32947.71
4113,Jules Durand,56.0,Male,Picard,VIP,89932.96
4114,Benjamin Huet,77.0,Female,Sainte Sabinedan,Standard,95862.5
4115,William Vidal,77.0,Male,,VIP,5314.81
4116,Margaret de Hervé,57.0,Female,Le Roux,VIP,34445.5
4117,Patrick-Olivier Joseph,72.0,Male,Laine,VIP,60162.36
4118,Christophe Marty,,Male,,Standard,56108.85
4119,Franck Hebert,22.0,Male,Maurice,VIP,76591.67
4120,Benoît du Delorme,22.0,Male,,Standard,46303.72
4121,Laure-Claire Verdier,21.0,Female,Giraud,Premium,34494.6
4122,Gabrielle de Petit,34.0,Male,Maillet,Premium,93843.94
4123,Catherine-Hortense Dufour,54.0,Male,Sainte Alexandre,Standard,15708.62
4124,Catherine du Bourdon,21.0,Female,Sainte Dorothéedan,Premium,28135.29
4125,Odette Charrier,77.0,Male,Meyer-la-Forêt,VIP,72575.07
4126,Jérôme Bernard,25.0,Male,Breton,Standard,32825.66
4127,Élise Chrétien-Rocher,50.0,Female,Potier,Standard,8405.56
4128,Jules du Delmas,45.0,Female,Garcia-sur-Morvan,VIP,8762.25
4129,Christelle Laporte,57.0,Female,Lemaire,VIP,47891.42
4130,Frédéric Raynaud,,Male,Mendès,Premium,88978.41
4131,Madeleine De Sousa,22.0,Male,Muller-sur-Aubert,Standard,7513.88
4132,Sébastien Didier,75.0,Male,Moulin-sur-Mer,Standard,44785.83
4133,Xavier de Rodrigues,64.0,Male,Pineau,Premium,92094.99
4134,Josette Gilbert,21.0,Female,,Standard,81460.18
4135,Benjamin du Lejeune,56.0,Male,Moulin,Premium,64710.21
4136,Thierry Petitjean,,Female,Dumont-les-Bains,Premium,14521.77
4137,Victor Brun,29.0,Male,Berger-sur-Dupuis,Premium,42217.78
4138,Thérèse Didier-Robert,31.0,Female,Saint MatthieuVille,Premium,59302.54
4139,Margot Baron de Hervé,79.0,Female,Barbe,Premium,25902.09
4140,Juliette Brunet,30.0,Male,Le Roux,Standard,62381.82
4141,Constance-Audrey Le Roux,40.0,Male,Guillet-les-Bains,Premium,96256.8
4142,Antoine Raymond,79.0,Female,Jacques,Premium,68924.61
4143,Eugène Da Silva du Dumas,,Female,Ferrand,Premium,16941.77
4144,Victor-François Buisson,22.0,Male,Diallo-les-Bains,Standard,26330.75
4145,Maurice Descamps-Schmitt,56.0,Female,Saint Isabelle,Premium,69102.13
4146,Yves Mendès,35.0,Male,Perret,Premium,99028.68
4147,Théophile Bouchet,58.0,Male,Guérin-les-Bains,VIP,61098.04
4148,Aimée Guibert du Lejeune,59.0,Male,Gilles,VIP,81892.14
4149,Margaret Lebrun-Samson,29.0,Female,Pichon,VIP,93185.5
4150,Tristan Cordier,47.0,Female,Saint Jacqueline,Standard,51694.49
4151,Laurent Bègue-Colin,69.0,Female,Neveudan,Premium,35981.72
4152,Marie du Mallet,51.0,Male,Leroux-sur-Bernier,Premium,10019.85
4153,Étienne Rocher,34.0,Female,,Premium,99038.97
4154,Stéphanie Le Auger,,Female,Voisin-sur-Grégoire,VIP,82163.05
4155,Margaux de Morvan,38.0,Female,,Premium,29512.39
4156,Théodore Fernandez,,Female,Daniel,Standard,77130.58
4157,Anne Guibert de Delaunay,20.0,Male,Lebreton,VIP,62070.18
4158,Françoise Lévy,23.0,Female,Regnier,VIP,48008.64
4159,Augustin Fouquet Le Vincent,46.0,Female,,VIP,77533.82
4160,Émile Boutin,20.0,Female,Sainte Gilles,Premium,12358.06
4161,Benjamin Fournier,40.0,Male,Deschamps-la-Forêt,Premium,84651.62
4162,Édouard Paris,80.0,Male,Mary-sur-Mer,VIP,70078.85
4163,Zoé Laine,76.0,Male,,Standard,92656.69
4164,Sabine Mahe,29.0,Female,Maillardboeuf,Standard,84036.11
4165,Marthe Lopes,57.0,Male,Alves,Standard,73799.45
4166,Monique Mary,50.0,Male,Sainte Nicolas,Standard,44668.12
4167,Joséphine Evrard-Marques,73.0,Female,Pineau-sur-Carre,Standard,33594.48
4168,Alexandria De Oliveira-Weber,,Female,Ferrand,Standard,60212.42
4169,Marcel Fleury de Boulanger,57.0,Male,Teixeira-la-Forêt,Standard,64649.74
4170,Noël-Pierre Millet,58.0,Female,Besson,VIP,85877.84
4171,Franck Klein,25.0,Male,Barbier-la-Forêt,Premium,11379.93
4172,Roland Teixeira-Gaudin,27.0,Female,Sainte Alain,Standard,52903.38
4173,Philippe Poirier,30.0,Male,Rousseau-sur-Daniel,VIP,66099.25
4174,Luce Le Charpentier,44.0,Male,LemaîtreBourg,VIP,51677.06
4175,Josette Duhamel,35.0,Male,Rémy,Premium,13214.46
4176,Camille Masson du Launay,66.0,Male,Potiernec,Premium,31254.33
4177,Denis Gaudin,29.0,Male,Sainte Lorraine,Standard,52751.51
4178,Margaux Charles-Turpin,23.0,Female,Blanchetdan,VIP,80570.74
4179,Catherine Guérin de Thomas,,Male,Pires,Premium,97057.75
4180,Constance Roy,41.0,Male,Fouquet,Standard,37212.9
4181,Yves Laroche,30.0,Female,Hoarau,VIP,54404.45
4182,Inès Dupuy,,Female,Bertrand,Premium,6305.99
4183,Zoé-Margaux Bernard,54.0,Male,Sainte Lucas-la-Forêt,VIP,14753.11
4184,Bernard Jacquot,22.0,Male,JolyVille,Premium,69667.44
4185,François Guillon-Roussel,33.0,Female,Saint Alphonse-les-Bains,VIP,68461.92
4186,Denis Poulain,24.0,Female,Hamon,Standard,85001.21
4187,Margot de la Humbert,50.0,Female,Henry-les-Bains,Standard,16735.92
4188,Christiane Julien,53.0,Female,,VIP,19003.27
4189,Luce Muller,24.0,Male,Mallet,Premium,78353.3
4190,Robert Riou,46.0,Male,,VIP,62613.79
4191,Margot Fernandes-Blanchet,38.0,Male,Saint Alfred,Standard,98344.95
4192,Anouk Costa,33.0,Female,Deschamps,VIP,31338.17
4193,Jules Besnard,19.0,Male,Regnier-sur-Le Gall,Premium,42095.29
4194,Olivie Boutin,28.0,Female,Alexandre-sur-Maillet,Premium,31007.12
4195,Roland Deschamps-Guérin,30.0,Female,Sainte Louisedan,Standard,39211.28
4196,Mathilde Benard,51.0,Male,Chauveau,VIP,81278.81
4197,Isabelle Le Roy,36.0,Male,Delattre-sur-Lombard,VIP,39903.6
4198,Jacques-Thibault Costa,56.0,Female,Bailly,VIP,8199.55
4199,Capucine-Constance Moreno,66.0,Male,,Standard,64131.29
4200,Christiane Le Roux de la Pineau,27.0,Male,Sainte ColetteVille,Premium,45660.34
4201,Arnaude Lecoq-Jacquet,68.0,Male,Gosselin-sur-Mer,Premium,36936.9
4202,Robert De Oliveira,,Male,Lejeune-sur-Dupuis,VIP,30924.53
4203,Bernard Aubry,57.0,Female,Bertin-sur-Peron,Standard,76763.28
4204,Daniel Lévêque-Allard,,Female,Sainte Arthur,Premium,21460.46
4205,Corinne Mercier,31.0,Male,BoyerVille,VIP,31765.28
4206,Patrick de la Fournier,21.0,Female,Mathieu-les-Bains,Premium,99481.41
4207,Robert Guyot,61.0,Female,Diaz,Premium,63638.79
4208,Clémence Masse,62.0,Female,Lagarde,Premium,86272.47
4209,Michelle-Lorraine Buisson,18.0,Male,Delmasdan,VIP,56454.95
4210,Benjamin Maillard,58.0,Female,Pottier-sur-Roche,Standard,12660.99
4211,Louis Carre,57.0,Female,Charpentierdan,Standard,76315.88
4212,Patrick Rey,42.0,Female,Jacquet,Premium,21946.26
4213,Laurence Lebon-De Oliveira,74.0,Female,Raymond,Premium,24417.8
4214,Philippe-Léon Bonnin,71.0,Female,Lacroix-les-Bains,VIP,53822.44
4215,Christine Pires,36.0,Male,Sainte Andréenec,VIP,24532.63
4216,Adrienne Gilles,48.0,Female,,Premium,29806.77
4217,Célina de Goncalves,41.0,Male,Saint Lucas,Standard,35816.07
4218,Eugène Robin,34.0,Male,Delaunay,Premium,82596.72
4219,Jacqueline Renault,44.0,Female,Jean-sur-Grégoire,VIP,32809.0
4220,Laetitia Georges,75.0,Male,Valette,Premium,5954.94
4221,Roland Vasseur,77.0,Male,Traoredan,Premium,24034.07
4222,Marianne Blot,50.0,Female,Philippe-sur-Descamps,Premium,27618.83
4223,Denis Bernier,18.0,Female,Didier-sur-Mahe,VIP,76796.32
4224,Adrien Teixeira de Michel,45.0,Male,Bertin,VIP,77733.82
4225,Julien Chauvet,33.0,Male,Coulon,VIP,6046.99
4226,Alexandrie Jean de la Dupuis,69.0,Male,Gillet,Premium,44221.62
4227,Valentine Pires,24.0,Female,,Premium,77584.11
4228,Louis Albert Le Teixeira,59.0,Female,Poulain,Premium,10171.15
4229,Roger-Émile Lejeune,29.0,Male,Dos Santos,Premium,10027.28
4230,Gabriel Lemaire de la Weber,,Male,Rey,Premium,44975.44
4231,Sébastien Pages,78.0,Male,Legros-sur-Perret,Standard,60147.44
4232,Zoé Lambert-Fischer,23.0,Male,Rodrigues,Standard,55762.99
4233,Agathe Nicolas,58.0,Female,LouisBourg,Premium,43816.39
4234,Camille Dupuis Le Rousseau,52.0,Female,Lamy-sur-Dupont,Premium,10613.66
4235,Nicole Maillet,35.0,Male,Albert,VIP,59777.74
4236,André Diaz-Bigot,,Male,,Premium,10114.21
4237,Denis Chauvin,49.0,Male,Bouchet-la-Forêt,Standard,38678.19
4238,Eugène Pelletier,25.0,Female,Ramos-la-Forêt,Premium,16620.92
4239,Anastasie Weiss,78.0,Male,Ollivier-la-Forêt,Standard,99848.23
4240,Daniel-Gilles Peron,77.0,Female,Paul,Premium,33818.14
4241,Alain de la Lebon,62.0,Female,Carpentier,VIP,21379.54
4242,Franck Caron,48.0,Female,Le Roux,VIP,75425.69
4243,Alice Perrin-Riou,74.0,Male,Meunier-sur-Mer,VIP,81996.1
4244,Gérard Daniel,23.0,Female,,VIP,62469.31
4245,Patricia Couturier,68.0,Male,Saint MartineBourg,VIP,89012.06
4246,Océane Becker,69.0,Female,,Standard,50124.08
4247,Laurence Pages Le Bailly,46.0,Male,Saint Hortense,Premium,88833.9
4248,Christophe Clerc-Martin,78.0,Male,Gosselin,Standard,84794.8
4249,Alexandrie Letellier,,Female,ValléeBourg,VIP,74744.62
4250,Augustin Weber,75.0,Male,,Premium,31529.33
4251,Jules Gaillard du Allard,33.0,Female,Techer,Standard,87668.7
4252,Thibault Blot,74.0,Male,ImbertBourg,Premium,50140.98
4253,Louis Bodin,34.0,Female,Bègue,Premium,70961.33
4254,Alphonse-Christophe Royer,65.0,Female,Carpentier-sur-Marion,Standard,27994.71
4255,Bertrand Baron-Caron,33.0,Male,Germain-sur-Mer,Standard,28228.21
4256,Jean Dupuy du Schneider,40.0,Female,Saint NoémiVille,Standard,63560.95
4257,Olivie de la Couturier,79.0,Female,GilbertVille,VIP,85464.14
4258,Yves Lacombe,18.0,Male,Pasquierdan,Premium,14712.08
4259,Colette du Perrier,47.0,Female,Laroche-la-Forêt,Standard,92139.59
4260,Anaïs Raymond,18.0,Female,Pinto,VIP,77007.55
4261,Richard Rolland de la Rousseau,60.0,Male,RossiBourg,VIP,25193.57
4262,Antoinette Moreau,62.0,Male,Weissdan,Premium,87567.86
4263,Alex Fournier Le Bousquet,27.0,Female,Hernandez,Premium,47938.61
